id,title,summary,publication_date,source,url,category
59,Trump’s latest waffling on reproductive health shows he’s still struggling to find an answer for what he created,"Donald Trumpsaid Friday that he will not support a ballot referendum to expand abortion access in his home state of Florida just 24 hours after suggesting he might. The rush to clarify his stance followed intense blowback from anti-abortion advocates online, leading to concerns among Republicans that Trump’s continued waffling on abortion might lose him some deeply religious voters in a tightening race.",2024-08-30T18:02:15.894Z,CNN,https://www.cnn.com/2024/08/30/politics/donald-trump-abortion-politics/index.html,Other
60,"Georgia election workers seek Giuliani’s condos, Mercedes and Yankees rings in bid to enforce defamation case judgment","The Georgia election workers who successfully sued former New York Mayor Rudy Giuliani for defamation asked a federal court on Friday to enforce the $146 million judgment in their favor, listing a wide variety of personal items that could be used to pay off the money they’re owed. Lawyers for Ruby Freeman and Shaye Moss are seeking a court order requiring that Giuliani turn over within the next seven days his properties in New York and Florida, his Mercedes-Benz, more than two-dozen luxury watches, various sports memorabilia, including three New York Yankees World Series rings, and other personal items.",2024-08-30T17:02:06.646Z,CNN,https://www.cnn.com/2024/08/30/politics/rudy-guiliani-georgia-election-worker-defamation/index.html,Politics
61,Trump proposes making government or insurance companies pay for IVF treatments,"Donald Trumpsaid Thursday he will implement a policy as president that would pay forin vitro fertilization treatments, without specifying how the treatments would be paid for. “I’m announcing today in a major statement that under the Trump administration, your government will pay for, or your insurance company will be mandated to pay for, all costs associated with IVF treatment,” the former president said at a campaign event in Potterville, Michigan.",2024-08-29T22:47:03.040Z,CNN,https://www.cnn.com/2024/08/29/politics/trump-ivf-treatment-proposal/index.html,Politics
62,"January 6 rioter no longer faces obstruction charge after Supreme Court ruling, will face trial on other charges","Aformer Pennsylvania police officerwhose US Capitol riot criminal case landed at the Supreme Court will go to trial next year, a federal judge said Wednesday. For months, Joseph Fischer’s case was on pause while the high court considered whether one of the charges he faced – obstructing an official proceeding – was being interpreted improperly when applied to riot-related criminal cases.",2024-08-29T15:10:51.263Z,CNN,https://www.cnn.com/2024/08/29/politics/joseph-fischer-january-6/index.html,Other
63,"Food as fuel might not be the healthiest approach, experts say","It’s been a hard day. The worst thing you could do is reach for the chocolate chip cookies that taste like the ones your family always had when you were a kid – right? Not necessarily, said Jennifer Rollin, founder of The Eating Disorder Center in Rockville, Maryland.",2024-09-01T08:00:19.737Z,CNN,https://www.cnn.com/2024/09/01/health/emotional-eating-wellness/index.html,Other
64,Has ketamine’s time of reckoning arrived? 5 things to know after Matthew Perry’s death,Editor’s note:The podcast Chasing Life With Dr. Sanjay Gupta explores the medical science behind some of life’s mysteries big and small.,2024-08-31T14:30:19.557Z,CNN,https://www.cnn.com/2024/08/31/health/ketamine-effects-matthew-perry-wellness/index.html,Science
65,Parents are not OK right now. Here’s what they can do,"Parents and caregivers are working more hoursandspending more time taking care of their children than parents did in the past — all while juggling sign-ups for extracurricular activities, playdates, school forms, doctor appointments and more. No wonder they’re stressed.",2024-09-01T09:00:19.775Z,CNN,https://www.cnn.com/2024/09/01/health/parenting-stress-tips-surgeon-general-wellness/index.html,Education
66,Why a ‘liquid gold’ substance for cows is making waves with humans,"Get inspired by a weekly roundup on living well, made simple.Sign up for CNN’s Life, But Better newsletter for information and tools designed to improve your well-being Colostrum, the first milk produced by humans and other mammals in the earliest daysafter giving birth, is “liquid gold,” said Dr. Jennifer Smilowitz.",2024-08-27T14:12:30.546Z,CNN,https://www.cnn.com/2024/08/27/health/colostrum-supplements-pros-cons-wellness/index.html,Other
67,Brazil begins to block X as Elon Musk’s feud with judge deepens,"Anyone trying to access X in Brazil was blocked on Saturday, after the country enforced a court-ordered suspension of Elon Musk’s social media site. Over the past 24 hours, Brazilians, including President Luiz Inácio Lula da Silva, have been bidding farewell to X, with some posting links to their profiles on other social media platforms.",2024-08-30T20:18:19.416Z,CNN,https://www.cnn.com/2024/08/30/business/brazil-suspends-x-elon-musk-moraes-intl-hnk/index.html,Other
68,Elon Musk hits out at judge threatening to suspend X in Brazil,"Elon Musk has stepped up online attacks on a Supreme Court judge threatening to suspend social media platform X in Brazil, calling him “an evil dictator” in an ongoing feud between the two men. Justice Alexandre de Moraes had threatened to suspend X if Musk did not appoint a new legal representative of the company in Brazil and settle any outstanding daily fines within 24 hours.",2024-08-29T15:54:57.364Z,CNN,https://www.cnn.com/2024/08/29/tech/brazils-supreme-court-threatens-x-intl/index.html,Other
69,"What to know about Telegram, the messaging app whose CEO was arrested over the weekend",The arrest of Telegram CEO Pavel Durov in France over the weekend has thrust the popular messaging service and its enigmatic founderinto the spotlight. Russian-born Durov wasdetained Saturdayat Paris’s Bourget Airport on a warrant related to Telegram’s lack of moderation.,2024-08-26T17:55:25.070Z,CNN,https://www.cnn.com/2024/08/26/tech/telegram-pavel-durov-what-to-know/index.html,Other
70,"Telegram founder Pavel Durov under formal investigation with bail set at $5.56 million, prosecutor says","Telegram founder Pavel Durov is under formal investigation and will not be allowed to leave France, a French prosecutor said in a statement released Wednesday night. The Russian-born billionaire is being investigated for several suspected offenses related to criminal activity on the platform, including complicity in illegal gang transactions, “laundering of crimes in an organized gang,” and refusal to communicate information to authorities, according to the French prosecutor’s statement.",2024-08-28T13:18:17.782Z,CNN,https://www.cnn.com/2024/08/28/tech/pavel-durov-telegram-custody-released-intl/index.html,Other
71,NASA finally gives Boeing Starliner capsule a return date. But it will fly home without its crew,"Sign up for CNN’s Wonder Theory science newsletter.Explore the universe with news on fascinating discoveries, scientific advancements and more After 12 weeks in space, Boeing’s Starliner spacecraft is finally set to return home from the International Space Stationon September 6— albeit without its two-person crew. The troubled spacecraft will undock from the orbiting laboratory around 6 p.m.",2024-08-29T23:17:26.710Z,CNN,https://www.cnn.com/2024/08/29/science/boeing-starliner-nasa-return-date-space-station/index.html,Science
72,Ed O’Neill found out ‘Married… with Children’ was canceled in a very awkward way,"Television audiences loved the sitcom “Married… with Children” for 11 seasons but when the time came for the show to end, at least two of the cast members were kept in the dark about it. Ed O’Neill, who played curmudgeonly patriarch Al Bundy on the show, recently guested onthe “MeSsy” podcasthosted by Jamie-Lynn Sigler and Christina Applegate, the latter of whom played his on-screen daughter Kelly Bundy on the series.",2024-08-31T18:21:29.471Z,CNN,https://www.cnn.com/2024/08/31/entertainment/ed-oneill-married-with-children-canceled/index.html,Other
73,Authorities work to identify human remains found in concrete ‘bunker’ under missing California couple’s neighbor’s home,"Authorities investigating the disappearance of aCalifornia coupleare working to identify human remains found in bags in a concrete “bunker” underneath the mobile home of the couple’s neighbor at a nudist resort. Police have arrested the neighbor, Michael Royce Sparks, 62, on suspicion of killing the couple, Daniel and Stephanie Menard, who had not been seen since August 24, according to the Redlands police.",2024-08-31T06:40:49.855Z,CNN,https://www.cnn.com/2024/08/31/us/california-nudist-ranch-missing-couple-saturday/index.html,Other
74,Mercedes confirms 18-year-old Andrea Kimi Antonelli as Lewis Hamilton’s replacement,"Mercedes has announced that Italian teenager Andrea Kimi Antonelli will replace the Ferrari-boundLewis Hamiltonnext season. The 18-year-old Antonelli, a graduate of the team’s junior program, will partner with George Russell at Mercedes following the departure of seven-timeF1champion Hamilton.",2024-08-31T11:53:16.455Z,CNN,https://www.cnn.com/2024/08/31/sport/andrea-kimi-antonelli-mercedes-f1-spt-intl/index.html,Other
75,"Cannabis and hallucinogen use remain at ‘historically high levels’ among young and middle-age adults, survey finds","The use of cannabis and hallucinogens “stayed at historically high levels” among both younger and middle-age adults in the US in 2023, according to the latest survey fromMonitoring the Future, a study conducted by researchers at the University of Michigan since 1975 and funded by the National Institutes of Health. “The survey is an important source of information about substance use trends among the adult population in the US,” said Dr.",2024-08-29T19:19:34.620Z,CNN,https://www.cnn.com/2024/08/29/health/cannabis-hallucinogen-use-high-survey/index.html,Health
76,Meet the TikToker behind Ella Emhoff’s internet-breaking DNC dress,"“It was cool,” says the 28-year-old viral TikToker and Fashion Institute of Technology graduate Joe Ando, on seeing his creation live on TV at theDemocratic National Conventionlast week. “I wish I had a better word to describe it than cool.” It was the dress of the night — a pale blue silk off-the-shoulder bodice and a hand-ruched tulle midi skirt.",2024-08-29T10:45:43.372Z,CNN,https://www.cnn.com/2024/08/29/style/joe-ando-ella-emhoff-dnc-dress/index.html,Technology
77,"Conviction of Adnan Syed from ‘Serial’ podcast should be reinstated, Maryland Supreme Court says","The Maryland Supreme Court ruled Friday that the conviction of Adnan Syed should be reinstated because of procedural errors in how Syed’s conviction had been wiped away in 2022. Therulingis the latest twist in the legal saga made famous by the podcast “Serial,” which examined the investigation that led to the 2000 conviction of Syed for the murder of Hae Min Lee.",2024-08-30T15:17:40.855Z,CNN,https://www.cnn.com/2024/08/30/politics/adnan-syed-conviction-reinstated-maryland-supreme-court/index.html,Other
78,IC-814 hijacking and indecisions: Former R&AW chief explains what went wrong,"Speaking to India Today TV, AS Dulat, the former chief of Research and Analysis Wing (RAW), admitted that there were ""goof-ups"" when it came to decision-making and the hijacked IC-814 plane shouldn't have been allowed to leave Amritsar.","UPDATED:Sep 3, 2024 23:09 IST",India Today,https://www.indiatoday.in/india/story/exclusive-former-raw-chief-as-dulat-explains-indecisions-over-ic-814-hijacking-2593151-2024-09-03,Science
79,"Congress, AAP reach in-principle understanding on Haryana alliance: Sources","The Congress and AAP, who are part of the opposition INDIA bloc at the national level, had contested the Lok Sabha polls together in Haryana, Gujarat, Goa, Delhi and Chandigarh.","UPDATED:Sep 3, 2024 20:01 IST",India Today,https://www.indiatoday.in/elections/assembly/story/congress-aap-seat-sharing-haryana-assembly-polls-2592979-2024-09-03,Other
80,Kolkata rape case: Doctors' unique way of asking police to 'grow a spine',A delegation of junior doctors were allowed to meet Kolkata Commissioner of Police (CP) Vineet Goyal and handed over to him a deputation demanding that he resign from his post. .,"UPDATED:Sep 3, 2024 21:30 IST",India Today,https://www.indiatoday.in/india/story/kolkata-doctor-rape-medics-protest-bengal-murder-case-police-cp-vineet-goyal-2593075-2024-09-03,Other
81,Raped and tortured: How Indians go through hell to reach US illegally,"Travelling illegally on the Dunki route, Indians are killed for money and women face sexual assaults. A Sky News report reveals how Indians are taking terrifying risks by depending on mafia gangs in Panama, Costa Rica, El Salvador and Guatemala to reach the US..","UPDATED:Sep 3, 2024 19:55 IST",India Today,https://www.indiatoday.in/world/us-news/story/indian-illegal-migrants-us-mexico-border-american-dreams-illegal-immigrants-dangers-of-dunki-route-panama-costa-rica-2592943-2024-09-03,Other
82,"Shivaji statue collapse: Nearly 10 days later, sculptor Jaydeep Apte yet to be traced","Jaydeep Apte, a 24-year-old sculptor from Kalyan, has not been located since the Shivaji statue collapsed on August 26. ","UPDATED:Sep 3, 2024 23:02 IST",India Today,https://www.indiatoday.in/india/story/shivaji-statue-collapse-sculptor-jaydeep-apte-missing-opposition-attack-mahayuti-2593065-2024-09-03,Other
83,"Man accused of raping partner cites live-in agreement, gets pre-arrest bail",The man produced a Memorandum of Understanding (MOU) that the woman had allegedly signed. The document claimed that the two had entered into a contractual live-in relationship for 11 months from August 1. .,"UPDATED:Sep 3, 2024 23:20 IST",India Today,https://www.indiatoday.in/law/story/mumbai-court-man-gets-pre-arrest-bail-in-rape-case-cites-live-in-relationship-agreement-2593146-2024-09-03,Other
84,Actor Nivin Pauly refutes sexual harassment allegations: Entirely untrue,"Malayalam actor Nivin Pauly has denied the sexual harassment allegations against him, calling them 'entirely untrue.' He has assured full cooperation with any investigation.","UPDATED:Sep 3, 2024 20:44 IST",India Today,https://www.indiatoday.in/movies/regional-cinema/story/actor-nivin-pauly-refutes-sexual-harassment-allegations-entirely-untrue-2593066-2024-09-03,Other
85,Malayalam actor Nivin Pauly charged with sexual assault,"Prominent Malayalam actor Nivin Pauly has been accused of sexual assault by a woman from Kerala’s Nerayamangalam. The case involves six accused, indicating a broader conspiracy..","UPDATED:Sep 3, 2024 20:40 IST",India Today,https://www.indiatoday.in/movies/regional-cinema/story/nivin-pauly-charged-for-sexual-assault-2592995-2024-09-03?utm_source=hp_lead&utm_medium=it_web,Other
86,"41 killed, 180 injured in central Ukraine after Russia fires 2 ballistic missiles","At least 41 people were killed and over 180 suffered severe injuries after two Russian ballistic missiles struck an educational facility and a nearby hospital in Ukraine's Poltava region, President Volodymyr Zelenskyy claimed. .","UPDATED:Sep 3, 2024 17:50 IST",India Today,https://www.indiatoday.in/world/story/russian-missile-strike-poltava-dead-injured-ukraine-volodymyr-zelenskyy-2592898-2024-09-03?utm_source=hp_lead&utm_medium=it_web,Other
87,The super rich Sultan of Brunei who hosts PM Modi in largest palace today,"Brunei, strategically located on the island of Borneo, is smaller than Indian states like Sikkim and Tripura, but its Sultan's immense wealth and lavish lifestyle has repeatedly grabbed attention.","UPDATED:Sep 3, 2024 20:36 IST",India Today,https://www.indiatoday.in/world/story/sultan-of-brunei-hassanal-bolkiah-luxury-cars-palace-pm-modi-visit-photos-2592841-2024-09-03?utm_source=hp_lead&utm_medium=it_web,Other
88,9 Naxals killed in encounter with security forces in Chhattisgarh,The operation is still on and occasional firing is going on in the area. No security personnel have been injured in the encounter so far..,"UPDATED:Sep 3, 2024 14:06 IST",India Today,https://www.indiatoday.in/india/story/chhattisgarh-dantewada-naxalites-killed-encounter-injured-2592754-2024-09-03?utm_source=hp_lead&utm_medium=it_web,Other
89,Bengal anti-rape bill passed amid 'Mamata Banerjee vs BJP' fireworks in assembly,"After a brief discussion, the West Bengal Assembly passed the anti-rape ‘Aparajita’ bill which provides for the death penalty for rape and sexual offences for persons convicted of rape if their actions result in the victim's death or leave her in a vegetative state.","UPDATED:Sep 3, 2024 15:01 IST",India Today,https://www.indiatoday.in/india/story/west-bengal-anti-rape-bill-aparajita-woman-and-child-bill-introduced-mamata-banerjee-bjp-2592722-2024-09-03?utm_source=hp_lead&utm_medium=it_web,Other
90,"PM Modi arrives in Brunei, commences two-nation visit, next stop Singapore","PM Modi's visit to Brunei is the first-ever by an Indian head of state, despite 40 years of diplomatic ties between the two nations.","UPDATED:Sep 3, 2024 15:37 IST",India Today,https://www.indiatoday.in/india/story/pm-narendra-modi-visit-brunei-singapore-strengthen-ties-discuss-defence-trade-2592576-2024-09-03?utm_source=hp_lead&utm_medium=it_web,Other
91,'IC 814' row: Netflix India content head's meeting with Centre begins,The Netflix India content chief Monika Shergill was summoned amid a row over the depiction of hijackers in the streaming platform's series 'IC 814: The Kandahar Hijack'.,"UPDATED:Sep 3, 2024 12:30 IST",India Today,https://www.indiatoday.in/india/story/netflix-india-content-head-monika-shergill-ic-814-kandahar-hijack-government-summoned-today-2592555-2024-09-03?utm_source=hp_lead&utm_medium=it_web,Other
92,I am safe: Singer AP Dhillon's post after shots fired outside his Canada home,Singer AP Dhillon reacted after shots were fired outside his Canada home. He confirmed that he was safe.,"UPDATED:Sep 3, 2024 10:40 IST",India Today,https://www.indiatoday.in/music/story/i-am-safe-singer-ap-dhillons-post-after-shots-fired-outside-canada-home-2592608-2024-09-03?utm_source=hp_lead&utm_medium=it_web,Other
93,"Horoscope Today, September 3, 2024: Check here Astrological prediction for all zodiac signs","Today Horoscope: Astrological prediction for September 3 money, career in this daily horoscope for Aries, Taurus, Gemini, Cancer, Leo, Virgo, Libra, Scorpio, Sagittarius, Capricorn, Aquarius and Pisces.","UPDATED:Sep 3, 2024 06:30 IST",India Today,https://www.indiatoday.in/horoscopes/story/horoscope-today-september-3-aries-taurus-gemini-cancer-leo-virgo-libra-scorpio-sagittarius-capricorn-aquarius-pisces-2592164-2024-09-03?utm_source=hp_lead&utm_medium=it_web,Other
94,Festival calendar for September 2024: Check the updated list,"September 2024 Calendar: Check List of Important Dates, Holidays, Festivals And Events In September. Mark your calendar as a vibrant tapestry of festivals awaits!
.","UPDATED:Aug 30, 2024 13:19 IST",India Today,https://www.indiatoday.in/information/story/september-2024-calendar-check-list-of-important-dates-holidays-festivals-and-events-in-september-festivals-in-september-2024-check-the-updated-list-2587953-2024-08-30?utm_source=hp_lead&utm_medium=it_web,Other
95,When Porsche supported Nazi Germany and designed Volkswagen Beetle for Hitler,"Officially, history began for Porsche in 1950. But the company existed before that as a supplier for Hitler's war machine and Ferdinand Porsche was well known for his terms with Fuehrer Adolf Hitler.","UPDATED:Sep 3, 2024 20:52 IST",India Today,https://www.indiatoday.in/education-today/gk-current-affairs/story/porsche-nazi-germany-volkswagen-beetle-hitler-2592882-2024-09-03,Other
96,"Terrorists open fire at cops in J&K's Rajouri, search operation launched","A brief exchange of fire occurred around 7.30 pm when Jammu and Kashmir Police, along with Rashtriya Rifles personnel, moved to Thanamandi area in Rajouri district, following information about suspicious movements.","UPDATED:Sep 3, 2024 21:29 IST",India Today,https://www.indiatoday.in/india/story/terrorists-open-fire-cops-jammu-kashmir-rajouri-search-operation-2593082-2024-09-03,Other
97,'IC 814' row: Netflix adds real names of hijackers to opening disclaimer,"Netflix official statement on IC 814: The Kandahar Hijack controversy about terrorists names being changed by the makers Anubhav Sinha. Monica Shergill, Netflix Content Head, revealed the names have been added to opening disclaimer.","UPDATED:Sep 3, 2024 17:47 IST",India Today,https://www.indiatoday.in/movies/story/netflix-opening-disclaimer-changed-ic-814-row-hijackers-names-2592857-2024-09-03,Other
98,How SC-ST votes could shape Jammu and Kashmir's future,"In 2022, a delimitation exercise redrew the electoral map of Jammu and Kashmir. This has brought new challenges and chances, especially for the Gujjar and Pahari communities, key players in the region’s politics..","UPDATED:Sep 3, 2024 23:23 IST",India Today,https://www.indiatoday.in/diu/story/how-sc-st-votes-could-shape-jammu-and-kashmir-future-2593181-2024-09-03,Other
99,"India has trust in PR Sreejesh successors Pathak, Karkera: Sukhjeet Singh",India's Sukhjeet Singh has claimed that the team has full trust in Krishan Pathak and Suraj Karkera to follow in the footsteps of PR Sreejesh ahead of the Asian Champions Trophy 2024. .,"UPDATED:Sep 3, 2024 22:56 IST",India Today,https://www.indiatoday.in/sports/hockey/story/asian-champions-trophy-2024-krishan-pathak-suraj-karkera-pr-sreejesh-successors-sukhjeet-singh-2593162-2024-09-03,Other
100,World champion Deepthi Jeevanji sprints to bronze in women's 400m T20 in Paris,"India's Deepthi Jeevanji brought home the third track medal in the Paris Paralympics on Tuesday, September 3. Jeevanji sprinted to bronze in the women's 400m T20 final.
.","UPDATED:Sep 3, 2024 22:53 IST",India Today,https://www.indiatoday.in/sports/paralympics/story/paris-paralympics-deepthi-jeevanji-india-medal-tally-athletics-2593156-2024-09-03,Other
101,"Actor Ian McKellen is open to returning as Gandalf, urges makers to 'be quick'","Sir Ian McKellen has expressed his readiness to return as Gandalf in upcoming 'Lord of the Rings' films but urged filmmakers to act swiftly. Despite his age and recent injury, McKellen remains passionate about the role..","UPDATED:Sep 3, 2024 23:24 IST",India Today,https://www.indiatoday.in/movies/hollywood/story/actor-ian-mckellen-is-open-to-returning-as-gandalf-in-future-lord-of-the-rings-films-urges-makers-to-be-quick-2593150-2024-09-03,Other
102,Air India Express staff assaulted by female passenger at Mumbai airport,"A passenger at Mumbai airport, on September 1, misbehaved with a staff member of ground operations partner of Air India Express. .","UPDATED:Sep 3, 2024 22:26 IST",India Today,https://www.indiatoday.in/india/story/maharashtra-passenger-assaults-staff-at-air-india-express-counter-at-mumbai-airport-2593115-2024-09-03,Other
103,Worst India can play: Coach Manolo Marquez hopes for growth after Mauritius draw,"India coach Manolo Marquez is hoping that his side will continue to grow after their lacklustre draw against Mauritius on September 3, Tuesday in Hyderabad. .","UPDATED:Sep 3, 2024 22:13 IST",India Today,https://www.indiatoday.in/sports/football/story/india-vs-mauritius-report-manolo-marquez-reaction-hyderabad-2593111-2024-09-03,Other
104,"Fact Check: Flogged for converting to Christianity? No, this old clip is related to an affair",India Today Fact Check found that the video is over two years old and unrelated to any religious conversion. It shows a brawl over an alleged love affair..,"UPDATED:Sep 3, 2024 22:00 IST",India Today,https://www.indiatoday.in/fact-check/story/flogged-for-converting-to-christianity-no-this-old-clip-is-related-to-an-affair-2593109-2024-09-03,Other
105,Roger Federer reacts to Jannik Sinner doping controversy: 'Trust the process',"Legendary Roger Federer commented on Jannik Sinner's doping controversy. Speaking on Today.com, Federer said that he believed Sinner did not do things intentionally..","UPDATED:Sep 3, 2024 21:44 IST",India Today,https://www.indiatoday.in/sports/tennis/story/roger-federer-jannik-sinner-doping-controversy-us-open-2593105-2024-09-03,Other
106,Why Indians of all ages are logging out of the rat race to take up slow living,"The subtle art of doing nothing is gaining more attention, even in India, as people try to escape their fast-paced lives.","UPDATED:Sep 3, 2024 15:13 IST",India Today,https://www.indiatoday.in/lifestyle/what-s-hot/story/why-indians-of-all-ages-are-logging-out-of-the-rat-race-to-take-up-slow-living-2592349-2024-09-03,Other
107,Don't miss the free Aadhaar card update deadline. Apply by Sept 14,"The Unique Identification Authority of India (UIDAI) has extended the deadline for Aadhaar updates until September 14, 2024, allowing free online updates for Proof of Identity and Proof of Address documents. After this date, a fee will be charged for updates..","UPDATED:Sep 3, 2024 18:29 IST",India Today,https://www.indiatoday.in/information/story/free-aadhaar-card-update-deadline-deadline-september-14-2592941-2024-09-03,Other
108,Opinion: 'Emergency' trailer shows how Kangana Ranaut's film suffers from lack of focus,"Kangana Ranaut, now a Member of Parliament, has remained in the spotlight more for her controversial statements than her recent films. .","UPDATED:Sep 3, 2024 19:21 IST",India Today,https://www.indiatoday.in/opinion/story/emergency-trailer-shows-how-kangana-ranaut-film-suffers-from-lack-of-focus-opinion-2593003-2024-09-03,Politics
109,Explained: How Bengal's anti-rape bill differs from POCSO Act,The Aparajita Woman and Child Bill (West Bengal Criminal Laws and Amendment) 2024 includes provisions for the death penalty for those convicted of rape and murder. Here's how it differs from the POCSO Act..,"UPDATED:Sep 3, 2024 18:34 IST",India Today,https://www.indiatoday.in/law/story/west-bengal-aparajita-woman-and-child-bill-anti-rape-pocso-act-difference-2592938-2024-09-03,Other
110,CCTV shows cow vigilantes chasing Haryana teen's car. They killed him soon after,"A Class 12 student, Aryan Mishra, was shot dead by five cow vigilantes in Haryana's Faridabad after they mistook him for a cattle smuggler. .","UPDATED:Sep 3, 2024 17:41 IST",India Today,https://www.indiatoday.in/india/story/haryana-student-killed-cow-vigilantes-aryan-mishra-cattle-smuggler-cctv-footage-2592866-2024-09-03,Other
111,"Early exits in WCs, series loss vs BAN: Is Pakistan cricket at its lowest?","Pakistan lost their first ever Test series against Bangladesh on Tuesday, 3 September after the visitors cleansweeped the bilateral 2-0. This was the 10th Test match without a win at home for Pakistan..","UPDATED:Sep 3, 2024 20:09 IST",India Today,https://www.indiatoday.in/sports/cricket/story/pakistan-bottom-wtc-points-table-form-shan-masood-pcb-2593051-2024-09-03,Sports
112,Japanese entrepreneur slept for 30 minutes a day for 12 years to boost productivity,A Japanese entrepreneur has claimed that he slept for 30 minutes a day for 12 years to boost productivity.,"UPDATED:Sep 3, 2024 17:24 IST",India Today,https://www.indiatoday.in/trending-news/story/japanese-entrepreneur-daisuke-hori-claims-he-slept-for-30-minutes-a-day-for-12-years-to-boost-productivity-2592881-2024-09-03,Other
113,Centre moves Supreme Court over 'poor arrangement' for CISF personnel at RG Kar,"The central government said that there are 92 CISF personnel stationed at RG Kar Hospital, including 54 female personnel, who are facing accommodation issues. ","UPDATED:Sep 3, 2024 19:21 IST",India Today,https://www.indiatoday.in/law/story/centre-moves-supreme-court-mamata-banerjee-cisf-personnel-rg-kar-hospital-kolkata-doctor-rape-murder-2592942-2024-09-03,Politics
114,PAK vs BAN: Bangladesh cricket gets a ray of hope amid crisis after Pakistan heist,"PAK vs BAN: Bangladesh have won their Test series against Pakistan, but the focus will be on whether the Tigers can build on from the win and grow in stature as a formidable Test team.
","UPDATED:Sep 3, 2024 20:45 IST",India Today,https://www.indiatoday.in/sports/cricket/story/pak-vs-ban-bangladesh-cricket-gets-a-ray-of-hope-amid-crisis-after-pakistan-heist-2593058-2024-09-03,Other
115,Preity Zinta opens up about IVF journey before welcoming twins via surrogacy,"Bollywood actor Preity Zinta candidly shares her IVF struggles and the emotional journey she faced before welcoming twins via surrogacy. In an interview with Vogue, she also discusses her approach to social media and the upcoming re-release of her film 'Veer-Zaara'..","UPDATED:Sep 3, 2024 21:47 IST",India Today,https://www.indiatoday.in/movies/celebrities/story/preity-zinta-opens-up-about-ivf-journey-before-welcoming-twins-via-surrogacy-2593086-2024-09-03,Other
116,Actor Fahadh Faasil to make his Hindi debut in Imtiaz Ali's next: Report,Malayalam actor Fahadh Faasil is reportedly in advanced talks to make his Hindi cinema debut in Imtiaz Ali’s next directorial. Their collaboration has been in the works for several months..,"UPDATED:Sep 3, 2024 21:54 IST",India Today,https://www.indiatoday.in/movies/celebrities/story/actor-fahadh-faasil-to-reportedly-make-his-hindi-debut-in-imtiaz-alis-10th-directorial-feature-film-2593104-2024-09-03,Other
117,"41 killed, 180 injured in central Ukraine after Russia fires 2 ballistic missiles","At least 41 people were killed and over 180 suffered severe injuries after two Russian ballistic missiles struck an educational facility and a nearby hospital in Ukraine's Poltava region, President Volodymyr Zelenskyy claimed. .","UPDATED:Sep 3, 2024 17:50 IST",India Today,https://www.indiatoday.in/world/story/russian-missile-strike-poltava-dead-injured-ukraine-volodymyr-zelenskyy-2592898-2024-09-03?utm_source=hp_bottom_trending&utm_medium=it_web,Other
118,9 Naxals killed in encounter with security forces in Chhattisgarh,The operation is still on and occasional firing is going on in the area. No security personnel have been injured in the encounter so far..,"UPDATED:Sep 3, 2024 14:06 IST",India Today,https://www.indiatoday.in/india/story/chhattisgarh-dantewada-naxalites-killed-encounter-injured-2592754-2024-09-03?utm_source=hp_bottom_trending&utm_medium=it_web,Other
119,Bengal anti-rape bill passed amid 'Mamata Banerjee vs BJP' fireworks in assembly,"After a brief discussion, the West Bengal Assembly passed the anti-rape ‘Aparajita’ bill which provides for the death penalty for rape and sexual offences for persons convicted of rape if their actions result in the victim's death or leave her in a vegetative state.","UPDATED:Sep 3, 2024 15:01 IST",India Today,https://www.indiatoday.in/india/story/west-bengal-anti-rape-bill-aparajita-woman-and-child-bill-introduced-mamata-banerjee-bjp-2592722-2024-09-03?utm_source=hp_bottom_trending&utm_medium=it_web,Other
120,"PM Modi arrives in Brunei, commences two-nation visit, next stop Singapore","PM Modi's visit to Brunei is the first-ever by an Indian head of state, despite 40 years of diplomatic ties between the two nations.","UPDATED:Sep 3, 2024 15:37 IST",India Today,https://www.indiatoday.in/india/story/pm-narendra-modi-visit-brunei-singapore-strengthen-ties-discuss-defence-trade-2592576-2024-09-03?utm_source=hp_bottom_trending&utm_medium=it_web,Other
121,'IC 814' row: Netflix India content head's meeting with Centre begins,The Netflix India content chief Monika Shergill was summoned amid a row over the depiction of hijackers in the streaming platform's series 'IC 814: The Kandahar Hijack'.,"UPDATED:Sep 3, 2024 12:30 IST",India Today,https://www.indiatoday.in/india/story/netflix-india-content-head-monika-shergill-ic-814-kandahar-hijack-government-summoned-today-2592555-2024-09-03?utm_source=hp_bottom_trending&utm_medium=it_web,Other
122,I am safe: Singer AP Dhillon's post after shots fired outside his Canada home,Singer AP Dhillon reacted after shots were fired outside his Canada home. He confirmed that he was safe.,"UPDATED:Sep 3, 2024 10:40 IST",India Today,https://www.indiatoday.in/music/story/i-am-safe-singer-ap-dhillons-post-after-shots-fired-outside-canada-home-2592608-2024-09-03?utm_source=hp_bottom_trending&utm_medium=it_web,Other
123,"Horoscope Today, September 3, 2024: Check here Astrological prediction for all zodiac signs","Today Horoscope: Astrological prediction for September 3 money, career in this daily horoscope for Aries, Taurus, Gemini, Cancer, Leo, Virgo, Libra, Scorpio, Sagittarius, Capricorn, Aquarius and Pisces.","UPDATED:Sep 3, 2024 06:30 IST",India Today,https://www.indiatoday.in/horoscopes/story/horoscope-today-september-3-aries-taurus-gemini-cancer-leo-virgo-libra-scorpio-sagittarius-capricorn-aquarius-pisces-2592164-2024-09-03?utm_source=hp_bottom_trending&utm_medium=it_web,Other
